freq	prev	p.freq	p.prev	p	contaminant
1795631	6.57045694920763e-05	11	NA	0.935581659719591	0.935581659719591	FALSE
436515	0.000288710766854227	15	NA	0.978927203065134	0.978927203065134	FALSE
34073	0.000121078735994916	14	NA	0.971264367816092	0.971264367816092	FALSE
364316	1.47466720975988e-05	6	NA	0.813586796345417	0.813586796345417	FALSE
364317	0	0	NA	NA	NA	FALSE
75682	0.000680390292829573	17	NA	0.900425245252831	0.900425245252831	FALSE
202907	7.4624461975426e-05	14	NA	0.971264367816092	0.971264367816092	FALSE
279058	3.50864985417097e-05	6	NA	0.813586796345417	0.813586796345417	FALSE
158899	2.14573415146048e-05	6	NA	0.813586796345417	0.813586796345417	FALSE
279113	1.24205372461711e-05	2	NA	0.630541871921182	0.630541871921182	FALSE
963	0.000178637223458529	14	NA	0.971264367816092	0.971264367816092	FALSE
341045	0	0	NA	NA	NA	FALSE
863372	3.89274990480376e-05	5	NA	0.7763041556145	0.7763041556145	FALSE
80842	3.07881773399017e-06	1	NA	NA	NA	FALSE
964	2.12066690369459e-05	6	NA	0.813586796345417	0.813586796345417	FALSE
303379	0	0	NA	NA	NA	FALSE
204773	4.09182139393008e-05	4	NA	0.733695423350596	0.733695423350596	FALSE
29580	0.000252607589011686	16	NA	0.984948002189381	0.984948002189381	FALSE
55508	0.000211109342157176	10	NA	0.632815460401667	0.632815460401667	FALSE
368607	2.08556275282959e-05	3	NA	0.68527640941434	0.68527640941434	FALSE
1644131	6.03128672259556e-05	6	NA	0.813586796345417	0.813586796345417	FALSE
1706231	6.068528320611e-05	7	NA	0.846006483937518	0.846006483937518	FALSE
1938606	5.60404879603915e-05	6	NA	0.813586796345417	0.813586796345417	FALSE
375286	1.92460726351068e-05	2	NA	0.630541871921182	0.630541871921182	FALSE
149698	0.000402206129227881	16	NA	0.984948002189381	0.984948002189381	FALSE
321983	5.34569604818433e-05	9	NA	0.898004294556019	0.898004294556019	FALSE
321985	7.5387665298106e-05	13	NA	0.961685823754789	0.961685823754789	FALSE
945844	9.34377503844276e-05	13	NA	0.961685823754789	0.961685823754789	FALSE
321984	5.31537078779112e-05	10	NA	0.918403435644815	0.918403435644815	FALSE
1141883	0.000191385106022116	15	NA	0.978927203065134	0.978927203065134	FALSE
864828	6.321498722332e-05	10	NA	0.918403435644815	0.918403435644815	FALSE
1678028	0.000158993598385793	12	NA	0.949896846448571	0.949896846448571	FALSE
1707785	0.00013478120858197	13	NA	0.961685823754789	0.961685823754789	FALSE
1593482	0.000126578354855706	13	NA	0.961685823754789	0.961685823754789	FALSE
1344552	0.000221766299863262	16	NA	0.984948002189381	0.984948002189381	FALSE
846	0	0	NA	NA	NA	FALSE
847	0	0	NA	NA	NA	FALSE
995019	1.50218780509669e-07	1	NA	NA	NA	FALSE
40544	1.88734463992153e-05	4	NA	0.733695423350596	0.733695423350596	FALSE
1891238	6.70977661273443e-06	1	NA	NA	NA	FALSE
1469502	0.000112446940730687	11	NA	0.935581659719591	0.935581659719591	FALSE
206351	7.40699464301899e-05	11	NA	0.935581659719591	0.935581659719591	FALSE
1499392	0.000117601636584364	13	NA	0.961685823754789	0.961685823754789	FALSE
187	0	0	NA	NA	NA	FALSE
1938604	3.07881773399017e-06	1	NA	NA	NA	FALSE
407217	0	0	NA	NA	NA	FALSE
1537400	1.21691541820635e-05	3	NA	0.68527640941434	0.68527640941434	FALSE
332411	1.10218291314755e-05	3	NA	0.68527640941434	0.68527640941434	FALSE
585890	0	0	NA	NA	NA	FALSE
553088	4.98233761316139e-06	1	NA	NA	NA	FALSE
535	0.000178892725993152	15	NA	0.978927203065134	0.978927203065134	FALSE
1108595	6.82135115213055e-05	11	NA	0.935581659719591	0.935581659719591	FALSE
536	4.22336920972846e-05	8	NA	0.874005305039788	0.874005305039788	FALSE
885864	0	0	NA	NA	NA	FALSE
1906741	5.09627999581119e-05	9	NA	0.898004294556019	0.898004294556019	FALSE
168470	0	0	NA	NA	NA	FALSE
168471	0.000477842457068964	4	NA	0.733695423350596	0.733695423350596	FALSE
57479	0	0	NA	NA	NA	FALSE
57480	4.43489098976686e-05	7	NA	0.846006483937518	0.846006483937518	FALSE
568394	1.31100024030634e-07	1	NA	NA	NA	FALSE
748280	0.000227104419025736	14	NA	0.971264367816092	0.971264367816092	FALSE
57739	0	0	NA	NA	NA	FALSE
1192162	5.39770694103755e-05	8	NA	0.874005305039788	0.874005305039788	FALSE
481	5.31261063437195e-05	10	NA	0.918403435644815	0.918403435644815	FALSE
1055692	0	0	NA	NA	NA	FALSE
682798	3.74790159143912e-05	8	NA	0.874005305039788	0.874005305039788	FALSE
1654931	0.000123299303015302	11	NA	0.935581659719591	0.935581659719591	FALSE
482	7.04879995253151e-05	10	NA	0.918403435644815	0.918403435644815	FALSE
326522	4.98233761316139e-06	1	NA	NA	NA	FALSE
485	3.55565669423485e-06	1	NA	NA	NA	FALSE
487	2.18259121594344e-06	1	NA	NA	NA	FALSE
28449	3.55565669423485e-06	1	NA	NA	NA	FALSE
28091	2.18259121594344e-06	1	NA	NA	NA	FALSE
326523	4.74936417887056e-06	1	NA	NA	NA	FALSE
655307	4.38098826333241e-06	1	NA	NA	NA	FALSE
59	0	0	NA	NA	NA	FALSE
63	1.09445677426083e-05	2	NA	0.630541871921182	0.630541871921182	FALSE
32003	5.85835358389583e-05	12	NA	0.949896846448571	0.949896846448571	FALSE
90627	2.64052093442625e-05	7	NA	0.846006483937518	0.846006483937518	FALSE
453161	4.98380404360833e-05	6	NA	0.813586796345417	0.813586796345417	FALSE
1443590	0	0	NA	NA	NA	FALSE
1188319	1.07705770572522e-05	3	NA	0.68527640941434	0.68527640941434	FALSE
314343	0	0	NA	NA	NA	FALSE
63745	0	0	NA	NA	NA	FALSE
32011	2.78185940250474e-05	6	NA	0.813586796345417	0.813586796345417	FALSE
1679002	4.74936417887056e-06	1	NA	NA	NA	FALSE
404	0	0	NA	NA	NA	FALSE
405	0	0	NA	NA	NA	FALSE
359407	0	0	NA	NA	NA	FALSE
1055487	0	0	NA	NA	NA	FALSE
206379	1.49395926342762e-05	6	NA	0.813586796345417	0.813586796345417	FALSE
914	1.10244419824797e-05	4	NA	0.733695423350596	0.733695423350596	FALSE
44574	0.000599030778454935	7	NA	0.846006483937518	0.846006483937518	FALSE
915	0	0	NA	NA	NA	FALSE
44577	2.18259121594344e-06	1	NA	NA	NA	FALSE
153948	6.15763546798034e-06	1	NA	NA	NA	FALSE
261292	1.53964509548898e-05	3	NA	0.68527640941434	0.68527640941434	FALSE
35798	9.53949800877002e-06	2	NA	0.630541871921182	0.630541871921182	FALSE
1288494	1.21472664422662e-05	2	NA	0.630541871921182	0.630541871921182	FALSE
200115	9.96467522632278e-06	1	NA	NA	NA	FALSE
2008793	5.19351700050632e-05	11	NA	0.935581659719591	0.935581659719591	FALSE
311181	0.000122203146947806	10	NA	0.918403435644815	0.918403435644815	FALSE
378210	2.58018148368912e-07	2	NA	0.630541871921182	0.630541871921182	FALSE
1842540	4.56270938191593e-05	6	NA	0.813586796345417	0.813586796345417	FALSE
157591	0	0	NA	NA	NA	FALSE
157592	4.2376562247379e-05	6	NA	0.813586796345417	0.813586796345417	FALSE
1054211	0	0	NA	NA	NA	FALSE
748811	0	0	NA	NA	NA	FALSE
2772226	7.79775446747092e-06	3	NA	0.68527640941434	0.68527640941434	FALSE
935200	0	0	NA	NA	NA	FALSE
649841	0	0	NA	NA	NA	FALSE
1778653	4.38098826333241e-06	1	NA	NA	NA	FALSE
2008790	1.36798082677958e-05	8	NA	0.874005305039788	0.874005305039788	FALSE
1938335	0	0	NA	NA	NA	FALSE
1914471	0.000109190946761372	11	NA	0.935581659719591	0.935581659719591	FALSE
919	4.85501314441049e-06	6	NA	0.813586796345417	0.813586796345417	FALSE
36861	2.25328170764504e-07	1	NA	NA	NA	FALSE
206389	5.09279129367089e-05	9	NA	0.898004294556019	0.898004294556019	FALSE
2008795	0	0	NA	NA	NA	FALSE
73029	3.15934526503722e-05	9	NA	0.898004294556019	0.898004294556019	FALSE
259537	0	0	NA	NA	NA	FALSE
75787	0.000243480444303993	13	NA	0.770114942528736	0.770114942528736	FALSE
551759	0	0	NA	NA	NA	FALSE
551760	3.55565669423485e-06	1	NA	NA	NA	FALSE
146937	1.54847319213651e-05	5	NA	0.7763041556145	0.7763041556145	FALSE
146939	0	0	NA	NA	NA	FALSE
1911577	0	0	NA	NA	NA	FALSE
1735038	3.57050360832305e-05	5	NA	0.7763041556145	0.7763041556145	FALSE
1064	0	0	NA	NA	NA	FALSE
1067	6.54777364783033e-06	1	NA	NA	NA	FALSE
1914449	0	0	NA	NA	NA	FALSE
1565605	0.000256908250842453	10	NA	0.918403435644815	0.918403435644815	FALSE
2008794	0.000198479495927839	15	NA	0.978927203065134	0.978927203065134	FALSE
12960	0.000480535869747035	16	NA	0.984948002189381	0.984948002189381	FALSE
41977	0.000529463213184523	9	NA	0.898004294556019	0.898004294556019	FALSE
418699	9.84284204906562e-05	11	NA	0.935581659719591	0.935581659719591	FALSE
198107	9.8792601684251e-05	12	NA	0.949896846448571	0.949896846448571	FALSE
356837	0.000175900683349645	15	NA	0.978927203065134	0.978927203065134	FALSE
748247	0.00015532405859787	13	NA	0.961685823754789	0.961685823754789	FALSE
33057	0.000252463470805638	15	NA	0.978927203065134	0.978927203065134	FALSE
59405	2.25328170764504e-07	1	NA	NA	NA	FALSE
96773	5.00748077695763e-05	5	NA	0.7763041556145	0.7763041556145	FALSE
1134435	8.23763132821379e-05	8	NA	0.874005305039788	0.874005305039788	FALSE
85643	0.000202195207445217	15	NA	0.978927203065134	0.978927203065134	FALSE
349	0	0	NA	NA	NA	FALSE
310767	2.18259121594344e-06	1	NA	NA	NA	FALSE
1904640	0.00102032219684157	17	NA	0.98957938613111	0.98957938613111	FALSE
1690485	2.18259121594344e-06	1	NA	NA	NA	FALSE
28221	0.000477889389570699	16	NA	0.984948002189381	0.984948002189381	FALSE
1779134	0	0	NA	NA	NA	FALSE
1779135	0	0	NA	NA	NA	FALSE
1779136	0.000112020856807728	13	NA	0.961685823754789	0.961685823754789	FALSE
1548548	2.77256299912409e-05	5	NA	0.7763041556145	0.7763041556145	FALSE
1902584	0	0	NA	NA	NA	FALSE
1902583	0	0	NA	NA	NA	FALSE
1621989	2.45586201984828e-06	1	NA	NA	NA	FALSE
453227	0	0	NA	NA	NA	FALSE
453228	0	0	NA	NA	NA	FALSE
453229	0	0	NA	NA	NA	FALSE
453230	0	0	NA	NA	NA	FALSE
213118	4.56457506088741e-05	11	NA	0.935581659719591	0.935581659719591	FALSE
213119	2.67251565783487e-05	5	NA	0.7763041556145	0.7763041556145	FALSE
218207	0	0	NA	NA	NA	FALSE
218208	2.18259121594344e-06	1	NA	NA	NA	FALSE
2295	2.45586201984828e-06	1	NA	NA	NA	FALSE
28222	0	0	NA	NA	NA	FALSE
28223	0	0	NA	NA	NA	FALSE
896	0	0	NA	NA	NA	FALSE
897	1.88203838016854e-05	3	NA	0.68527640941434	0.68527640941434	FALSE
213121	1.39459998730519e-05	5	NA	0.7763041556145	0.7763041556145	FALSE
893	1.90488734332949e-05	4	NA	0.733695423350596	0.733695423350596	FALSE
894	0	0	NA	NA	NA	FALSE
427922	0	0	NA	NA	NA	FALSE
427923	2.25228232936872e-05	4	NA	0.733695423350596	0.733695423350596	FALSE
2886822	0	0	NA	NA	NA	FALSE
53318	0	0	NA	NA	NA	FALSE
65555	0	0	NA	NA	NA	FALSE
2904715	0	0	NA	NA	NA	FALSE
2904716	0	0	NA	NA	NA	FALSE
181663	0	0	NA	NA	NA	FALSE
213115	2.79175224214086e-05	9	NA	0.898004294556019	0.898004294556019	FALSE
213117	0	0	NA	NA	NA	FALSE
45662	0	0	NA	NA	NA	FALSE
45663	0	0	NA	NA	NA	FALSE
213116	0	0	NA	NA	NA	FALSE
898	6.80519771284449e-06	3	NA	0.68527640941434	0.68527640941434	FALSE
899	0	0	NA	NA	NA	FALSE
132132	0	0	NA	NA	NA	FALSE
194924	6.52393581861524e-05	13	NA	0.961685823754789	0.961685823754789	FALSE
2582840	0	0	NA	NA	NA	FALSE
873	2.45586201984828e-06	1	NA	NA	NA	FALSE
872	9.28297568077206e-05	13	NA	0.961685823754789	0.961685823754789	FALSE
241368	1.21169502384154e-05	2	NA	0.630541871921182	0.630541871921182	FALSE
901	9.85019769377428e-06	2	NA	0.630541871921182	0.630541871921182	FALSE
881	0.0001188051930348	13	NA	0.961685823754789	0.961685823754789	FALSE
631220	3.07881773399017e-06	1	NA	NA	NA	FALSE
2794998	0	0	NA	NA	NA	FALSE
191026	0	0	NA	NA	NA	FALSE
2910978	0	0	NA	NA	NA	FALSE
879	0	0	NA	NA	NA	FALSE
2035811	4.76646197435258e-06	4	NA	0.733695423350596	0.733695423350596	FALSE
641491	3.37671438318099e-05	8	NA	0.874005305039788	0.874005305039788	FALSE
879567	0	0	NA	NA	NA	FALSE
57320	3.56202313415292e-06	1	NA	NA	NA	FALSE
2910984	3.19339314544278e-05	8	NA	0.874005305039788	0.874005305039788	FALSE
296842	3.40955739600633e-05	6	NA	0.813586796345417	0.813586796345417	FALSE
184917	0	0	NA	NA	NA	FALSE
69541	7.5614239380863e-05	14	NA	0.971264367816092	0.971264367816092	FALSE
213421	9.39357432049328e-06	4	NA	0.733695423350596	0.733695423350596	FALSE
890	3.01430482493373e-05	8	NA	0.874005305039788	0.874005305039788	FALSE
1603606	6.46957981034544e-05	8	NA	0.874005305039788	0.874005305039788	FALSE
1823759	9.83292756895202e-05	12	NA	0.949896846448571	0.949896846448571	FALSE
18	4.39199783399538e-06	3	NA	0.68527640941434	0.68527640941434	FALSE
29543	0	0	NA	NA	NA	FALSE
213422	0.000115474942092437	14	NA	0.971264367816092	0.971264367816092	FALSE
2883512	0	0	NA	NA	NA	FALSE
225194	0	0	NA	NA	NA	FALSE
60036	4.36518243188689e-06	1	NA	NA	NA	FALSE
392332	0	0	NA	NA	NA	FALSE
483547	2.18259121594344e-06	1	NA	NA	NA	FALSE
28231	0.000188680081258829	15	NA	0.978927203065134	0.978927203065134	FALSE
1340425	1.24601084075171e-05	3	NA	0.68527640941434	0.68527640941434	FALSE
28232	0	0	NA	NA	NA	FALSE
345632	5.72018834791495e-05	9	NA	0.898004294556019	0.898004294556019	FALSE
35554	4.18183107035063e-05	10	NA	0.918403435644815	0.918403435644815	FALSE
443143	0.00010647543590382	12	NA	0.949896846448571	0.949896846448571	FALSE
443144	2.0886735905634e-05	3	NA	0.68527640941434	0.68527640941434	FALSE
2910589	4.10872183843288e-06	5	NA	0.7763041556145	0.7763041556145	FALSE
1203471	0	0	NA	NA	NA	FALSE
351604	0	0	NA	NA	NA	FALSE
115782	0	0	NA	NA	NA	FALSE
313985	0	0	NA	NA	NA	FALSE
2812024	0	0	NA	NA	NA	FALSE
2812025	6.89194968337826e-06	2	NA	0.630541871921182	0.630541871921182	FALSE
29542	2.36509494012805e-05	3	NA	0.68527640941434	0.68527640941434	FALSE
1842532	2.18259121594344e-06	1	NA	NA	NA	FALSE
19	0	0	NA	NA	NA	FALSE
29	0.000802918016708989	17	NA	0.98957938613111	0.98957938613111	FALSE
1524215	0	0	NA	NA	NA	FALSE
161492	0.000638694450681264	16	NA	0.984948002189381	0.984948002189381	FALSE
161493	5.58572242914046e-05	14	NA	0.971264367816092	0.971264367816092	FALSE
404589	0.000537299187193691	16	NA	0.984948002189381	0.984948002189381	FALSE
447217	0.000186724052496953	15	NA	0.978927203065134	0.978927203065134	FALSE
39	0.000288385988369995	16	NA	0.984948002189381	0.984948002189381	FALSE
47	9.95448387163611e-07	4	NA	0.733695423350596	0.733695423350596	FALSE
48	0.000562616406383165	17	NA	0.98957938613111	0.98957938613111	FALSE
42	2.19164404945773e-05	10	NA	0.918403435644815	0.918403435644815	FALSE
43	0.000317953659714566	16	NA	0.984948002189381	0.984948002189381	FALSE
44	2.5388608968786e-06	6	NA	0.813586796345417	0.813586796345417	FALSE
83453	0	0	NA	NA	NA	FALSE
40	9.66645992473049e-07	3	NA	0.68527640941434	0.68527640941434	FALSE
41	5.18069457696178e-06	6	NA	0.813586796345417	0.813586796345417	FALSE
31	0.000457715458415813	16	NA	0.984948002189381	0.984948002189381	FALSE
83461	3.37088518352568e-05	13	NA	0.961685823754789	0.961685823754789	FALSE
184914	0.000503439223791748	15	NA	0.978927203065134	0.978927203065134	FALSE
35	3.50808581455608e-05	10	NA	0.918403435644815	0.918403435644815	FALSE
32	0.00016515809286563	15	NA	0.978927203065134	0.978927203065134	FALSE
33	2.52867266917824e-06	6	NA	0.813586796345417	0.813586796345417	FALSE
1297742	0.000140367457018428	15	NA	0.978927203065134	0.978927203065134	FALSE
83455	3.32444720793095e-07	2	NA	0.630541871921182	0.630541871921182	FALSE
34	0.000195132953514376	15	NA	0.978927203065134	0.978927203065134	FALSE
1524213	0	0	NA	NA	NA	FALSE
1524214	0	0	NA	NA	NA	FALSE
1391653	0.000350346476382189	16	NA	0.984948002189381	0.984948002189381	FALSE
224464	5.38936580115914e-07	3	NA	0.68527640941434	0.68527640941434	FALSE
162027	5.6033408227717e-07	2	NA	0.630541871921182	0.630541871921182	FALSE
80816	0	0	NA	NA	NA	FALSE
1524216	0	0	NA	NA	NA	FALSE
1524217	0	0	NA	NA	NA	FALSE
1391654	0.000789315191311733	17	NA	0.98957938613111	0.98957938613111	FALSE
49	0.000143510903446857	16	NA	0.984948002189381	0.984948002189381	FALSE
50	6.0952136646074e-07	5	NA	0.7763041556145	0.7763041556145	FALSE
52	0.000339972256171353	16	NA	0.984948002189381	0.984948002189381	FALSE
224461	0	0	NA	NA	NA	FALSE
1434086	9.42266568131922e-06	2	NA	0.630541871921182	0.630541871921182	FALSE
55	0.00021878680017775	13	NA	0.961685823754789	0.961685823754789	FALSE
39643	6.04318023874736e-07	4	NA	0.733695423350596	0.733695423350596	FALSE
56	0.00241977747448369	17	NA	0.98957938613111	0.98957938613111	FALSE
1055686	0	0	NA	NA	NA	FALSE
1055688	7.51093902548345e-08	1	NA	NA	NA	FALSE
927083	0.000769912301594621	16	NA	0.984948002189381	0.984948002189381	FALSE
1649470	0	0	NA	NA	NA	FALSE
888845	0.00103345565465671	16	NA	0.984948002189381	0.984948002189381	FALSE
2914038	0	0	NA	NA	NA	FALSE
213468	1.96150156024613e-05	8	NA	0.874005305039788	0.874005305039788	FALSE
60892	0	0	NA	NA	NA	FALSE
60893	4.91172403969655e-06	1	NA	NA	NA	FALSE
2357	0	0	NA	NA	NA	FALSE
2358	0	0	NA	NA	NA	FALSE
43773	0	0	NA	NA	NA	FALSE
316277	2.18500040051058e-07	1	NA	NA	NA	FALSE
213462	0	0	NA	NA	NA	FALSE
213465	1.96369013045598e-05	7	NA	0.846006483937518	0.846006483937518	FALSE
361106	0	0	NA	NA	NA	FALSE
361111	0	0	NA	NA	NA	FALSE
29526	3.75546951274173e-08	1	NA	NA	NA	FALSE
119484	0	0	NA	NA	NA	FALSE
29547	4.99116976502224e-06	6	NA	0.813586796345417	0.813586796345417	FALSE
213849	4.58309875451436e-05	9	NA	0.898004294556019	0.898004294556019	FALSE
72294	0	0	NA	NA	NA	FALSE
194	2.45586201984828e-06	1	NA	NA	NA	FALSE
199	3.55565669423485e-06	1	NA	NA	NA	FALSE
72293	4.65678219579975e-06	1	NA	NA	NA	FALSE
209	4.98233761316139e-06	1	NA	NA	NA	FALSE
210	5.86700898708437e-06	1	NA	NA	NA	FALSE
2771472	0	0	NA	NA	NA	FALSE
269260	0	0	NA	NA	NA	FALSE
269261	0	0	NA	NA	NA	FALSE
235899	0	0	NA	NA	NA	FALSE
224467	0	0	NA	NA	NA	FALSE
191301	0	0	NA	NA	NA	FALSE
291048	0	0	NA	NA	NA	FALSE
1236	0.00249345177005836	18	NA	0.923582164961475	0.923582164961475	FALSE
1692040	0	0	NA	NA	NA	FALSE
1692041	6.17653931267094e-05	10	NA	0.918403435644815	0.918403435644815	FALSE
986106	0	0	NA	NA	NA	FALSE
1281578	4.63660290903157e-05	7	NA	0.846006483937518	0.846006483937518	FALSE
1744881	0	0	NA	NA	NA	FALSE
1620215	0.000254105117372648	13	NA	0.961685823754789	0.961685823754789	FALSE
1692042	0	0	NA	NA	NA	FALSE
1675686	0.000628163487429027	16	NA	0.984948002189381	0.984948002189381	FALSE
135624	0	0	NA	NA	NA	FALSE
84642	1.42270320269402e-05	7	NA	0.846006483937518	0.846006483937518	FALSE
642	0.000216658567681381	14	NA	0.971264367816092	0.971264367816092	FALSE
648	6.64084086814309e-06	2	NA	0.630541871921182	0.630541871921182	FALSE
73010	6.63447442822502e-06	2	NA	0.630541871921182	0.630541871921182	FALSE
644	1.66774584286666e-05	3	NA	0.68527640941434	0.68527640941434	FALSE
645	2.18259121594344e-06	1	NA	NA	NA	FALSE
652	3.55565669423485e-06	1	NA	NA	NA	FALSE
654	0	0	NA	NA	NA	FALSE
129577	0	0	NA	NA	NA	FALSE
511062	1.01901311224599e-05	2	NA	0.630541871921182	0.630541871921182	FALSE
347533	0	0	NA	NA	NA	FALSE
347534	2.1133506563684e-05	3	NA	0.68527640941434	0.68527640941434	FALSE
135622	4.16035823267326e-05	9	NA	0.898004294556019	0.898004294556019	FALSE
72275	4.74936417887056e-06	1	NA	NA	NA	FALSE
226	0.000143764498702258	3	NA	0.68527640941434	0.68527640941434	FALSE
1751872	0	0	NA	NA	NA	FALSE
1526571	2.45586201984828e-06	1	NA	NA	NA	FALSE
267889	0	0	NA	NA	NA	FALSE
28228	0	0	NA	NA	NA	FALSE
1816219	2.18259121594344e-06	1	NA	NA	NA	FALSE
267892	0	0	NA	NA	NA	FALSE
44011	0	0	NA	NA	NA	FALSE
44012	0	0	NA	NA	NA	FALSE
267888	0	0	NA	NA	NA	FALSE
53246	3.30547916225935e-06	1	NA	NA	NA	FALSE
288	0	0	NA	NA	NA	FALSE
1709477	2.18259121594344e-06	1	NA	NA	NA	FALSE
267890	0	0	NA	NA	NA	FALSE
22	3.9056532633846e-05	7	NA	0.846006483937518	0.846006483937518	FALSE
60478	0	0	NA	NA	NA	FALSE
192073	0	0	NA	NA	NA	FALSE
260364	2.45586201984828e-06	1	NA	NA	NA	FALSE
135615	0	0	NA	NA	NA	FALSE
868	0	0	NA	NA	NA	FALSE
2717	0	0	NA	NA	NA	FALSE
2718	1.27432073926953e-05	2	NA	0.630541871921182	0.630541871921182	FALSE
869	0	0	NA	NA	NA	FALSE
870	0	0	NA	NA	NA	FALSE
1706369	4.21120835910968e-05	8	NA	0.874005305039788	0.874005305039788	FALSE
1706371	7.39654983946333e-06	3	NA	0.68527640941434	0.68527640941434	FALSE
10	4.37000080102115e-08	1	NA	NA	NA	FALSE
454662	4.55969040768896e-05	6	NA	0.813586796345417	0.813586796345417	FALSE
1945512	2.18259121594344e-06	1	NA	NA	NA	FALSE
316625	0	0	NA	NA	NA	FALSE
86304	0	0	NA	NA	NA	FALSE
1706372	0	0	NA	NA	NA	FALSE
1217416	0	0	NA	NA	NA	FALSE
930805	5.73824791017829e-06	2	NA	0.630541871921182	0.630541871921182	FALSE
930806	4.98233761316139e-06	1	NA	NA	NA	FALSE
1706373	0	0	NA	NA	NA	FALSE
48073	1.24205372461711e-05	2	NA	0.630541871921182	0.630541871921182	FALSE
260552	2.18259121594344e-06	1	NA	NA	NA	FALSE
252514	4.98233761316139e-06	1	NA	NA	NA	FALSE
1706375	0	0	NA	NA	NA	FALSE
630749	0	0	NA	NA	NA	FALSE
1620392	7.92720556603981e-06	2	NA	0.630541871921182	0.630541871921182	FALSE
135613	9.1320166976164e-05	12	NA	0.949896846448571	0.949896846448571	FALSE
1046	0.000124379986135803	12	NA	0.949896846448571	0.949896846448571	FALSE
85072	7.02446727318258e-08	1	NA	NA	NA	FALSE
1049	7.44215995929911e-08	2	NA	0.630541871921182	0.630541871921182	FALSE
1813600	0	0	NA	NA	NA	FALSE
1748243	1.20911843180571e-05	3	NA	0.68527640941434	0.68527640941434	FALSE
85076	4.78589525095542e-06	3	NA	0.68527640941434	0.68527640941434	FALSE
37487	0	0	NA	NA	NA	FALSE
544868	2.18259121594344e-06	1	NA	NA	NA	FALSE
1227	7.14450144347603e-06	2	NA	0.630541871921182	0.630541871921182	FALSE
133539	8.76197652666482e-06	1	NA	NA	NA	FALSE
1229	0	0	NA	NA	NA	FALSE
1056	0	0	NA	NA	NA	FALSE
1058	7.36758605954483e-06	1	NA	NA	NA	FALSE
13724	0	0	NA	NA	NA	FALSE
73141	0	0	NA	NA	NA	FALSE
53392	0	0	NA	NA	NA	FALSE
1166950	7.2197783108018e-05	12	NA	0.949896846448571	0.949896846448571	FALSE
156885	2.18259121594344e-06	1	NA	NA	NA	FALSE
80679	0	0	NA	NA	NA	FALSE
1978339	2.63419233615345e-05	4	NA	0.733695423350596	0.733695423350596	FALSE
1273155	0	0	NA	NA	NA	FALSE
585455	6.32293907893917e-05	9	NA	0.898004294556019	0.898004294556019	FALSE
72276	7.21048345253515e-05	9	NA	0.898004294556019	0.898004294556019	FALSE
1765964	1.62766908885145e-05	6	NA	0.813586796345417	0.813586796345417	FALSE
1765967	1.04064021823898e-05	3	NA	0.68527640941434	0.68527640941434	FALSE
160660	3.3844562109723e-05	7	NA	0.846006483937518	0.846006483937518	FALSE
133193	0	0	NA	NA	NA	FALSE
351052	0	0	NA	NA	NA	FALSE
2368	0	0	NA	NA	NA	FALSE
1204713	4.38098826333241e-06	1	NA	NA	NA	FALSE
1051	8.73036486377377e-06	1	NA	NA	NA	FALSE
421628	4.38098826333241e-06	1	NA	NA	NA	FALSE
85108	5.18012114419199e-06	6	NA	0.813586796345417	0.813586796345417	FALSE
1052	4.38098826333241e-06	1	NA	NA	NA	FALSE
1053	2.8996156468118e-07	3	NA	0.68527640941434	0.68527640941434	FALSE
1335745	1.81593500469575e-05	5	NA	0.7763041556145	0.7763041556145	FALSE
1335757	1.28998818723324e-05	3	NA	0.68527640941434	0.68527640941434	FALSE
1855875	3.92026780155284e-05	7	NA	0.846006483937518	0.846006483937518	FALSE
1335746	0	0	NA	NA	NA	FALSE
106633	8.55684994385951e-05	13	NA	0.961685823754789	0.961685823754789	FALSE
186931	0	0	NA	NA	NA	FALSE
108010	0	0	NA	NA	NA	FALSE
1033854	0	0	NA	NA	NA	FALSE
106634	1.6953318962995e-05	3	NA	0.68527640941434	0.68527640941434	FALSE
396595	3.5769524464303e-05	6	NA	0.813586796345417	0.813586796345417	FALSE
449719	0	0	NA	NA	NA	FALSE
437504	0	0	NA	NA	NA	FALSE
437505	0	0	NA	NA	NA	FALSE
255526	0	0	NA	NA	NA	FALSE
109262	0	0	NA	NA	NA	FALSE
927	0	0	NA	NA	NA	FALSE
1860122	3.56202313415292e-06	1	NA	NA	NA	FALSE
1676141	0	0	NA	NA	NA	FALSE
1676142	0	0	NA	NA	NA	FALSE
1579979	3.75478901797163e-05	3	NA	0.68527640941434	0.68527640941434	FALSE
1738654	0	0	NA	NA	NA	FALSE
1738655	0	0	NA	NA	NA	FALSE
1548547	2.28017293293417e-05	3	NA	0.68527640941434	0.68527640941434	FALSE
91347	0.00017793463458653	15	NA	0.978927203065134	0.978927203065134	FALSE
2812006	0	0	NA	NA	NA	FALSE
84565	0	0	NA	NA	NA	FALSE
63612	3.55565669423485e-06	1	NA	NA	NA	FALSE
1239307	6.44858969343403e-06	1	NA	NA	NA	FALSE
1903416	0	0	NA	NA	NA	FALSE
82984	2.45586201984828e-06	1	NA	NA	NA	FALSE
543	0.000613151909112036	16	NA	0.984948002189381	0.984948002189381	FALSE
158483	0	0	NA	NA	NA	FALSE
158822	9.23645320197051e-06	1	NA	NA	NA	FALSE
544	3.00937736027378e-05	5	NA	0.7763041556145	0.7763041556145	FALSE
35703	0	0	NA	NA	NA	FALSE
